institution_name,basic,grad_rate,student_count,spending_per_award,full_time_pct,full_time_count,med_sat_value,aid_value,endow_value,grad_on_time_pct,pell_value,fresh_retain_value,full_time_fac_pct,EndowXSpend,PellXSat,RetainXSat,AidXSat,AidXEndow,id
Citadel,Masters Colleges and Universities--larger programs,0.175,2735,79143,0.92,3105,1080,11244,58834,0.62,0.235,0.846,0.694,4656299262,253.79999999999998,913.68,12143520,661529496,448
Clemson University,Research Universities--high research activity,0.216,16931,69378,0.948,16791,1259,13817,25762,0.59,0.178,0.919,0.868,1787316036,224.10199999999998,1157.021,17395603,355953554,449
Francis Marion University,Masters Colleges and Universities--smaller programs,0.165,3714,77892,0.893,3398,938,10809,6684,0.16,0.56,0.668,0.764,520630128,525.2800000000001,626.5840000000001,10138842,72247356,450
Lander University,Baccalaureate Colleges--Diverse Fields,0.159,2792,58733,0.926,2798,945,7816,4753,0.32,0.491,0.614,0.554,279157949,463.995,580.23,7386120,37149448,451
University of South Carolina at Aiken,Baccalaureate Colleges--Diverse Fields,0.186,3175,61924,0.758,2743,973,6181,157,0.2,0.416,0.658,0.513,9722068,404.768,640.234,6014113,970417,452
University of South Carolina at Beaufort,Baccalaureate Colleges--Diverse Fields,0.16,1724,72022,0.798,1575,932,5765,50,0.09,0.396,0.558,0.47,3601100,369.072,520.056,5372980,288250,453
Coastal Carolina University,Masters Colleges and Universities--smaller programs,0.172,8867,76948,0.906,8432,993,7584,2881,0.26,0.377,0.626,0.69,221687188,374.361,621.618,7530912,21849504,454
South Carolina State University,Doctoral/Research Universities,0.16,2937,91631,0.924,3084,851,15554,232,0.13,0.704,0.603,0.707,21258392,599.1039999999999,513.153,13236454,3608528,455
University of South Carolina Upstate,Baccalaureate Colleges--Diverse Fields,0.221,5308,54044,0.796,4924,982,6857,1349,0.23,0.456,0.661,0.494,72905356,447.79200000000003,649.102,6733574,9250093,456
Winthrop University,Masters Colleges and Universities--larger programs,0.201,5048,63591,0.878,4806,1030,9043,6506,0.34,0.404,0.718,0.55,413723046,416.12,739.54,9314290,58833758,457
Black Hills State University,Masters Colleges and Universities--smaller programs,0.172,4002,50397,0.621,2974,993,4271,2898,0.1,0.348,0.593,0.506,146050506,345.56399999999996,588.8489999999999,4241103,12377358,458
Dakota State University,Masters Colleges and Universities--smaller programs,0.165,2876,66121,0.414,1765,1010,3842,4392,0.19,0.236,0.693,0.792,290403432,238.35999999999999,699.93,3880420,16874064,459
Northern State University,Baccalaureate Colleges--Diverse Fields,0.153,2826,84647,0.542,2004,1012,4647,14960,0.23,0.225,0.711,0.601,1266319120,227.70000000000002,719.5319999999999,4702764,69519120,460
Oglala Lakota College,Tribal Colleges,0.166,1517,120231,0.583,1005,1012,6698,37398,0.05,0.512,0.426,1,4496398938,518.144,431.11199999999997,6778376,250491804,461
South Dakota School of Mines and Technology,Schools of engineering,0.139,2328,102861,0.838,1892,1183,4795,22979,0.16,0.252,0.789,0.905,2363642919,298.116,933.3870000000001,5672485,110184305,462
South Dakota State University,Research Universities--high research activity,0.191,10969,55192,0.788,9649,1050,4255,9087,0.26,0.272,0.759,0.831,501529704,285.6,796.95,4467750,38665185,463
Austin Peay State University,Masters Colleges and Universities--larger programs,0.197,9550,49698,0.719,8013,1009,6783,2599,0.15,0.538,0.662,0.574,129165102,542.842,667.9580000000001,6844047,17629017,464
East Tennessee State University,Doctoral/Research Universities,0.195,11820,77748,0.823,10945,1026,6947,7875,0.17,0.437,0.662,0.735,612265500,448.362,679.212,7127622,54707625,465
University of Memphis,Research Universities--high research activity,0.188,17223,66593,0.715,14524,1031,6618,12196,0.13,0.471,0.758,0.622,812168228,485.601,781.498,6823158,80713128,466
Middle Tennessee State University,Doctoral/Research Universities,0.195,21162,48916,0.821,19577,1011,6754,3501,0.16,0.449,0.684,0.725,171254916,453.939,691.524,6828294,23645754,467
University of Tennessee at Chattanooga,Masters Colleges and Universities--larger programs,0.167,10297,58852,0.88,9199,1069,6880,9533,0.15,0.353,0.691,0.614,561036116,377.35699999999997,738.679,7354720,65587040,468
University of Tennessee at Martin,Masters Colleges and Universities--medium programs,0.166,7025,61339,0.844,6728,1050,7521,4610,0.21,0.471,0.699,0.755,282772790,494.54999999999995,733.9499999999999,7897050,34671810,469
Tennessee State University,Doctoral/Research Universities,0.179,6816,80377,0.796,5869,1012,7041,5489,0.07,0.666,0.598,0.747,441189353,673.9920000000001,605.1759999999999,7125492,38648049,470
Tennessee Technological University,Masters Colleges and Universities--larger programs,0.195,10052,51301,0.909,9021,1071,7824,6754,0.22,0.369,0.746,0.613,346486954,395.199,798.966,8379504,52843296,471
Angelo State University,Masters Colleges and Universities--medium programs,0.198,5473,51851,0.858,5278,965,6209,21480,0.14,0.426,0.546,0.785,1113759480,411.09,526.89,5991685,133369320,472
Brazosport College,Associates--Public 4-year Primarily Associates,0.167,4127,51065,0.234,2573,1012,3267,1847,0,0.177,1,0.353,94317055,179.124,1012,3306204,6034149,473
Texas A&M University at Corpus Christi,Doctoral/Research Universities,0.185,9152,54712,0.791,7926,960,5072,1241,0.24,0.418,0.573,0.691,67897592,401.28,550.0799999999999,4869120,6294352,474
Texas A & M University-Texarkana,Masters Colleges and Universities--larger programs,0.329,1401,44983,0.66,1034,993,6626,3247,0,0.462,0.403,0.267,146059801,458.766,400.17900000000003,6579618,21514622,475
Texas A&M University at Commerce,Doctoral/Research Universities,0.26,6969,31922,0.743,5700,987,6488,1859,0.24,0.495,0.669,0.581,59342998,488.565,660.303,6403656,12061192,476
University of Houston-Downtown,Baccalaureate Colleges--Diverse Fields,0.25,13486,36620,0.511,9983,894,4646,3647,0.02,0.474,0.631,0.524,133553140,423.756,564.114,4153524,16943962,477
University of Houston-Victoria,Masters Colleges and Universities--larger programs,0.323,2889,36332,0.507,2076,903,4725,5131,0,0.437,0.478,0.591,186419492,394.611,431.63399999999996,4266675,24243975,478
University of Houston main campus,Research Universities--very high research activity,0.205,31706,62354,0.72,26905,1136,6759,18003,0.16,0.388,0.846,0.881,1122559062,440.76800000000003,961.0559999999999,7678224,121682277,479
Lamar University,Doctoral/Research Universities,0.166,9382,36976,0.704,8930,974,5173,2011,0.13,0.456,0.535,0.785,74358736,444.144,521.09,5038502,10402903,480
Texas A&M International University,Masters Colleges and Universities--larger programs,0.166,6585,67946,0.611,4740,892,6578,6117,0.21,0.573,0.737,0.681,415625682,511.116,657.404,5867576,40237626,481
Midland College,Associates--Public 4-year Primarily Associates,0.146,5233,61003,0.294,3650,1012,2813,8039,0,0.201,1,0.484,490403117,203.412,1012,2846756,22613707,482
Midwestern State University,Masters Colleges and Universities--medium programs,0.234,5193,53469,0.744,4507,993,4996,3790,0.16,0.374,0.673,0.751,202647510,371.382,668.289,4961028,18934840,483
University of North Texas,Research Universities--high research activity,0.244,31243,47406,0.772,26524,1100,6835,3907,0.24,0.364,0.75,0.778,185215242,400.4,825,7518500,26704345,484
University of Texas-Pan American,Masters Colleges and Universities--larger programs,0.18,17230,47790,0.761,14694,937,6920,3808,0.15,0.636,0.763,0.854,181984320,595.932,714.931,6484040,26351360,485
University of Texas at Brownsville,Masters Colleges and Universities--medium programs,0.221,11220,50930,0.518,8538,1012,4851,1755,0.08,0.575,0.457,0.675,89382150,581.9,462.48400000000004,4909212,8513505,486
Prairie View A&M University,Masters Colleges and Universities--larger programs,0.153,6731,72886,0.926,6386,845,7846,8014,0.11,0.654,0.679,0.861,584108404,552.63,573.755,6629870,62877844,487
Sam Houston State University,Doctoral/Research Universities,0.222,16255,41908,0.822,14184,999,5835,4573,0.27,0.434,0.775,0.712,191645284,433.566,774.225,5829165,26683455,488
Stephen F. Austin State University,Masters Colleges and Universities--larger programs,0.193,11006,53302,0.848,10328,998,6347,5137,0.23,0.448,0.673,0.791,273812374,447.104,671.654,6334306,32604539,489
Texas State University at San Marcos,Masters Colleges and Universities--larger programs,0.217,31005,42278,0.828,25911,1045,5963,4699,0.3,0.345,0.771,0.732,198664322,360.525,805.695,6231335,28020137,490
Sul Ross State University,Masters Colleges and Universities--larger programs,0.219,2003,56157,0.606,1581,865,4806,7398,0.14,0.606,0.478,0.682,415449486,524.1899999999999,413.46999999999997,4157190,35554788,491
Tarleton State University,Masters Colleges and Universities--larger programs,0.243,11348,36585,0.691,7988,984,5525,3803,0.21,0.411,0.683,0.523,139132755,404.424,672.072,5436600,21011575,492
Texas A&M University at Kingsville,Doctoral/Research Universities,0.216,9430,44842,0.68,7471,895,6888,2018,0.17,0.543,0.637,0.643,90491156,485.985,570.115,6164760,13899984,493
Texas A&M University at College Station,Research Universities--very high research activity,0.242,44072,76132,0.899,38712,1182,8440,171461,0.49,0.216,0.914,0.89,13053668852,255.31199999999998,1080.348,9976080,1447130840,494
University of Texas at Arlington,Research Universities--high research activity,0.261,25690,34531,0.62,22019,1077,6301,3706,0.16,0.404,0.708,0.668,127971886,435.108,762.516,6786177,23351506,495
University of Texas at Dallas,Research Universities--high research activity,0.246,13049,51464,0.815,10813,1262,9577,17865,0.45,0.354,0.881,0.747,919404360,446.748,1111.8220000000001,12086174,171093105,496
University of Texas at El Paso,Research Universities--high research activity,0.2,19696,44732,0.659,15631,923,6855,10862,0.12,0.58,0.699,0.699,485878984,535.3399999999999,645.1769999999999,6327165,74459010,497
University of Texas at Tyler,Masters Colleges and Universities--larger programs,0.271,5591,48698,0.732,4516,1064,6111,12416,0.27,0.388,0.664,0.762,604634368,412.832,706.496,6502104,75874176,498
University of Texas of the Permian Basin,Masters Colleges and Universities--medium programs,0.212,4246,61549,0.453,2625,1008,3583,12071,0.12,0.212,0.664,0.596,742957979,213.696,669.312,3611664,43250393,499
University of Texas at San Antonio,Research Universities--high research activity,0.188,24342,53000,0.823,22635,1050,6632,3953,0.09,0.438,0.644,0.713,209509000,459.9,676.2,6963600,26216296,500
Texas Southern University,Doctoral/Research Universities,0.126,6288,104937,0.846,5956,832,6607,4455,0.06,0.672,0.552,0.753,467494335,559.104,459.264,5497024,29434185,501
Texas Tech University,Research Universities--high research activity,0.202,27044,53332,0.9,24958,1116,6236,18131,0.32,0.289,0.823,0.865,966962492,322.524,918.468,6959376,113064916,502
Texas Woman's University,Doctoral/Research Universities,0.255,9515,35185,0.706,7806,953,5809,3383,0.22,0.492,0.728,0.522,119030855,468.876,693.784,5535977,19651847,503
West Texas A&M University,Masters Colleges and Universities--larger programs,0.225,6906,43276,0.8,5837,994,5330,3232,0.24,0.386,0.656,0.743,139868032,383.684,652.0640000000001,5298020,17226560,504
Dixie State College of Utah,Baccalaureate/Associates Colleges,0.253,8350,27553,0.619,6485,1012,4341,1608,0.08,0.48,0.598,0.386,44305224,485.76,605.1759999999999,4393092,6980328,505
Snow College,Associates--Public Rural-serving Medium,0.24,4605,39372,0.611,3393,1012,5046,1667,0,0.307,0.439,0.544,65633124,310.68399999999997,444.26800000000003,5106552,8411682,506
Southern Utah University,Masters Colleges and Universities--larger programs,0.211,7017,48765,0.749,6009,1066,7961,3223,0.21,0.384,0.647,0.748,157169595,409.344,689.702,8486426,25658303,507
Utah State University,Research Universities--high research activity,0.223,24385,51787,0.626,19217,1087,6139,11426,0.25,0.36,0.658,0.963,591718262,391.32,715.246,6673093,70144214,508
Utah Valley University,Baccalaureate Colleges--Diverse Fields,0.183,30370,44019,0.519,24295,1012,4657,689,0.07,0.413,0.607,0.353,30329091,417.95599999999996,614.284,4712884,3208673,509
Weber State University,Masters Colleges and Universities--medium programs,0.244,24498,32764,0.444,17119,1012,4150,5890,0.14,0.304,0.676,0.515,192979960,307.64799999999997,684.1120000000001,4199800,24443500,510
Castleton State College,Baccalaureate Colleges--Arts & Sciences,0.211,2068,87223,0.897,1938,954,5868,3808,0.34,0.348,0.745,0.375,332145184,331.99199999999996,710.73,5598072,22345344,511
Johnson State College,Masters Colleges and Universities--smaller programs,0.269,1486,66868,0.643,1215,948,5565,3808,0.16,0.496,0.619,0.226,254633344,470.20799999999997,586.812,5275620,21191520,512
Lyndon State College,Baccalaureate Colleges--Diverse Fields,0.187,1415,99702,0.888,1293,930,5497,3808,0.17,0.441,0.644,0.388,379665216,410.13,598.92,5112210,20932576,513
Vermont Technical College,Baccalaureate/Associates Colleges,0.432,1543,59065,0.68,1412,933,6011,3808,0.28,0.385,0.699,0.45,224919520,359.205,652.1669999999999,5608263,22889888,514
College of William and Mary,Research Universities--high research activity,0.251,6271,80906,0.988,6098,1358,13615,84573,0.83,0.117,0.956,0.788,6842463138,158.886,1298.248,18489170,1151461395,515
Christopher Newport University,Masters Colleges and Universities--smaller programs,0.217,5094,62678,0.974,4925,1161,4673,3813,0.49,0.166,0.839,0.644,238991214,192.726,974.079,5425353,17818149,516
George Mason University,Research Universities--high research activity,0.241,21990,54211,0.785,19480,1155,6609,2229,0.43,0.268,0.873,0.56,120836319,309.54,1008.315,7633395,14731461,517
James Madison University,Masters Colleges and Universities--larger programs,0.223,18431,53415,0.951,18261,1149,6704,3391,0.65,0.134,0.924,0.691,181130265,153.966,1061.6760000000002,7702896,22733264,518
Longwood University,Masters Colleges and Universities--medium programs,0.2,4497,59449,0.917,4254,1002,7519,12640,0.41,0.234,0.816,0.825,751435360,234.46800000000002,817.632,7534038,95040160,519
University of Mary Washington,Masters Colleges and Universities--larger programs,0.241,4383,46652,0.877,4184,1110,5588,9026,0.65,0.154,0.8,0.635,421080952,170.94,888,6202680,50437288,520
Norfolk State University,Masters Colleges and Universities--larger programs,0.164,6021,69709,0.827,5541,879,7489,1401,0.21,0.617,0.72,0.705,97662309,542.343,632.88,6582831,10492089,521
Old Dominion University,Research Universities--high research activity,0.217,19819,49148,0.762,16867,1016,6883,8279,0.23,0.339,0.796,0.592,406896292,344.42400000000004,808.736,6993128,56984357,522
Radford University,Masters Colleges and Universities--larger programs,0.214,8913,51817,0.959,8551,980,7542,4317,0.41,0.285,0.781,0.668,223693989,279.29999999999995,765.38,7391160,32558814,523
University of Virginia's College at Wise,Baccalaureate Colleges--Arts & Sciences,0.154,2291,85403,0.642,1848,949,11916,32350,0.24,0.38,0.711,0.571,2762787050,360.62,674.7389999999999,11308284,385482600,524
Virginia Tech,Research Universities--very high research activity,0.231,24034,63119,0.978,25061,1220,8540,20679,0.6,0.173,0.912,0.832,1305237801,211.05999999999997,1112.64,10418800,176598660,525
Virginia Commonwealth University,Research Universities--very high research activity,0.211,23356,74103,0.845,21713,1102,7328,19817,0.29,0.286,0.866,0.699,1468499151,315.17199999999997,954.332,8075456,145218976,526
Virginia Military Institute,Baccalaureate Colleges--Arts & Sciences,0.179,1675,135942,1,1907,1141,11189,177204,0.58,0.151,0.841,0.821,24089466168,172.291,959.581,12766649,1982735556,527
Virginia State University,Masters Colleges and Universities--smaller programs,0.158,5073,71443,0.95,5334,811,14963,6090,0.25,0.683,0.649,0.635,435087870,553.913,526.339,12134993,91124670,528
Bellevue College,Associates--Public 4-year Primarily Associates,0.195,13820,26904,0.485,10940,1012,4833,478,0,0.154,1,0.233,12860112,155.84799999999998,1012,4890996,2310174,529
Central Washington University,Masters Colleges and Universities--medium programs,0.24,10423,45996,0.863,10514,986,7806,1546,0.42,0.355,0.739,0.676,71109816,350.03,728.654,7696716,12068076,530
Centralia College,Associates--Public Rural-serving Medium,0.207,3453,31961,0.523,2354,1012,7050,3646,0,0.309,1,0.622,116529806,312.70799999999997,1012,7134600,25704300,531
Columbia Basin College,Associates--Public Rural-serving Large,0.229,6480,34209,0.57,5111,1012,5015,2797,0,0.308,1,0.836,95682573,311.69599999999997,1012,5075180,14026955,532
Eastern Washington University,Masters Colleges and Universities--larger programs,0.211,11678,45343,0.832,10531,970,8483,1985,0.18,0.387,0.748,0.634,90005855,375.39,725.56,8228510,16838755,533
Evergreen State College,Masters Colleges and Universities--smaller programs,0.274,4087,51319,0.921,4342,1081,14806,2222,0.42,0.443,0.741,0.716,114030818,478.883,801.021,16005286,32898932,534
Lake Washington Technical College,Associates--Public Suburban-serving Multicampus,0.259,3819,32834,0.502,2947,1012,5529,158,0,0.255,1,0.329,5187772,258.06,1012,5595348,873582,535
North Seattle Community College,Associates--Public Urban-serving Multicampus,0.186,6118,36312,0.366,4220,1012,5536,1270,0,0.154,1,0.268,46116240,155.84799999999998,1012,5602432,7030720,536
Olympic College,Associates--Public 4-year Primarily Associates,0.248,7329,16628,0.585,6158,1012,5672,1615,0,0.318,1,0.28,26854220,321.81600000000003,1012,5740064,9160280,537
Peninsula College,Associates--Public 4-year Primarily Associates,0.212,2405,11640,0.593,2012,1012,5546,642,0,0.356,1,0.265,7472880,360.272,1012,5612552,3560532,538
South Seattle Community College,Associates--Public 4-year Primarily Associates,0.164,4951,28803,0.402,3986,1012,5220,2579,0,0.165,1,0.322,74282937,166.98000000000002,1012,5282640,13462380,539
Seattle Central Community College,Associates--Public Urban-serving Multicampus,0.188,7110,44480,0.588,5825,1012,6319,1135,0,0.261,1,0.325,50484800,264.132,1012,6394828,7172065,540
Washington State University,Research Universities--very high research activity,0.25,23070,64554,0.88,21384,1030,9800,29245,0.4,0.332,0.798,0.771,1887881730,341.96000000000004,821.94,10094000,286601000,541
Western Washington University,Masters Colleges and Universities--larger programs,0.237,14026,47756,0.923,13352,1114,7836,3716,0.37,0.255,0.828,0.624,177461296,284.07,922.3919999999999,8729304,29118576,542
Bluefield State College,Baccalaureate Colleges--Diverse Fields,0.191,1747,52227,0.824,1721,905,6011,818,0.06,0.595,0.601,0.523,42721686,538.475,543.905,5439955,4916998,543
Concord University (W.Va.),Baccalaureate Colleges--Diverse Fields,0.16,2505,52641,0.908,2576,980,9923,7495,0.18,0.474,0.639,0.533,394544295,464.52,626.22,9724540,74372885,544
Fairmont State University,Masters Colleges and Universities--smaller programs,0.193,3966,53808,0.866,3536,965,6130,3808,0.14,0.48,0.612,0.567,204900864,463.2,590.58,5915450,23343040,545
Glenville State College,Baccalaureate Colleges--Diverse Fields,0.132,1850,79840,0.602,1397,879,6158,9614,0.13,0.405,0.633,0.622,767581760,355.995,556.407,5412882,59203012,546
Marshall University,Masters Colleges and Universities--larger programs,0.174,9756,61448,0.847,9089,1022,7530,8586,0.23,0.436,0.686,0.743,527592528,445.592,701.0920000000001,7695660,64652580,547
West Virginia University at Parkersburg,Baccalaureate/Associates Colleges,0.251,3461,26678,0.615,2619,1012,3660,2883,0.07,0.276,0.7,0.362,76912674,279.312,708.4,3703920,10551780,548
Potomac State College of West Virginia University,Associates--Public 2-year colleges under 4-year universities,0.134,1660,0,0.777,1473,1012,5644,6333,0,0.535,0.452,0.472,0,541.4200000000001,457.42400000000004,5711728,35743452,549
Shepherd University,Masters Colleges and Universities--smaller programs,0.181,3990,51233,0.824,3615,1007,11550,6213,0.17,0.329,0.684,0.449,318310629,331.303,688.788,11630850,71760150,550
West Virginia State University,Baccalaureate Colleges--Arts & Sciences,0.178,2622,72032,0.72,2089,942,6123,1942,0.03,0.461,0.518,0.636,139886144,434.262,487.956,5767866,11890866,551
West Liberty University,Baccalaureate Colleges--Diverse Fields,0.178,2660,47454,0.827,2574,984,7020,3871,0.22,0.4,0.677,0.615,183694434,393.6,666.168,6907680,27174420,552
West Virginia University Institute of Technology,Baccalaureate Colleges--Diverse Fields,0.146,1222,0,0.791,942,990,6980,9902,0.04,0.39,0.532,0.734,0,386.1,526.6800000000001,6910200,69115960,553
Madison Area Technical College,Associates--Public Rural-serving Large,0.188,15340,45414,0.335,9570,1012,2734,3808,0,0.314,1,0.273,172936512,317.76800000000003,1012,2766808,10411072,554
University of Wisconsin at Whitewater,Masters Colleges and Universities--larger programs,0.194,10864,47340,0.91,10165,1030,4797,1554,0.27,0.296,0.769,0.781,73566360,304.88,792.07,4940910,7454538,555
University of Wisconsin at Eau Claire,Masters Colleges and Universities--medium programs,0.212,10404,54710,0.914,9841,1110,4913,4356,0.26,0.265,0.823,0.809,238316760,294.15000000000003,913.53,5453430,21401028,556
University of Wisconsin at Green Bay,Masters Colleges and Universities--smaller programs,0.23,6445,45862,0.672,5322,1070,5295,5300,0.2,0.329,0.719,0.676,243068600,352.03000000000003,769.3299999999999,5665650,28063500,557
University of Wisconsin at La Crosse,Masters Colleges and Universities--larger programs,0.187,9702,51096,0.947,9255,1130,4494,1919,0.35,0.226,0.866,0.854,98053224,255.38,978.58,5078220,8623986,558
University of Wisconsin at Oshkosh,Masters Colleges and Universities--larger programs,0.194,12622,53657,0.728,10065,1030,4938,1529,0.17,0.276,0.752,0.69,82041553,284.28000000000003,774.56,5086140,7550202,559
University of Wisconsin-Parkside,Baccalaureate Colleges--Arts & Sciences,0.178,4450,73070,0.749,3761,990,5942,1288,0.09,0.426,0.727,0.713,94114160,421.74,719.73,5882580,7653296,560
University of Wisconsin-Stout,Masters Colleges and Universities--larger programs,0.21,8208,54440,0.831,7469,1030,4672,5158,0.2,0.296,0.733,0.698,280801520,304.88,754.99,4812160,24098176,561
University of Wisconsin at Superior,Masters Colleges and Universities--smaller programs,0.205,2527,79836,0.799,2203,1010,5226,5303,0.13,0.418,0.657,0.788,423370308,422.18,663.57,5278260,27713478,562
University of Wisconsin at Milwaukee,Research Universities--high research activity,0.183,22648,63385,0.836,21069,1030,6034,3882,0.13,0.357,0.701,0.675,246060570,367.71,722.03,6215020,23423988,563
University of Wisconsin at Platteville,Masters Colleges and Universities--larger programs,0.171,7862,57519,0.895,7282,1050,4569,2379,0.18,0.306,0.753,0.8,136837701,321.3,790.65,4797450,10869651,564
University of Wisconsin at River Falls,Masters Colleges and Universities--medium programs,0.213,5782,50107,0.908,5598,1030,4492,3121,0.23,0.322,0.72,0.669,156383947,331.66,741.6,4626760,14019532,565
University of Wisconsin at Stevens Point,Masters Colleges and Universities--medium programs,0.201,9313,56025,0.929,8851,1070,4752,2121,0.22,0.337,0.789,0.8,118829025,360.59000000000003,844.23,5084640,10078992,566
Purdue University at West Lafayette,Research Universities--very high research activity,0.234,30446,92605,0.941,30776,1211,8993,55060,0.41,0.206,0.906,0.851,5098831300,249.46599999999998,1097.166,10890523,495154580,567
New College of Florida,Baccalaureate Colleges--Arts & Sciences,0.193,793,121756,1,946,1283,7622,40346,0.56,0.286,0.812,0.743,4912367576,366.938,1041.796,9779026,307517212,568
Pennsylvania College of Technology,Baccalaureate/Associates Colleges,0.284,5678,80605,0.841,5291,1012,5559,1670,0.27,0.402,0.703,0.614,134610350,406.824,711.4359999999999,5625708,9283530,569
California State University at San Marcos,Masters Colleges and Universities--medium programs,0.234,10738,61411,0.824,7843,966,8393,2284,0.12,0.431,0.823,0.485,140262724,416.346,795.0179999999999,8107638,19169612,570
University of Washington-Bothell Campus,Masters Colleges and Universities--medium programs,0.294,4104,0,0.836,3545,1014,12589,12245,0.42,0.345,0.786,0.631,0,349.83,797.004,12765246,154152305,571
University of Washington-Tacoma Campus,Masters Colleges and Universities--medium programs,0.341,3626,0,0.859,3326,963,13013,12538,0.29,0.464,0.777,0.701,0,446.83200000000005,748.251,12531519,163156994,572
Northwest Indian College,Tribal Colleges,0.141,681,141135,0.755,548,1012,5653,3808,0,0.825,0.25,0.337,537442080,834.9,253,5720836,21526624,573
South Texas College,Associates--Public 4-year Primarily Associates,0.147,31232,30014,0.331,19701,1012,3991,17,0,0.423,0.857,0.554,510238,428.07599999999996,867.284,4038892,67847,574
California State University-Monterey Bay,Masters Colleges and Universities--smaller programs,0.186,5306,84364,0.934,4805,976,9082,3085,0.12,0.476,0.812,0.457,260262940,464.57599999999996,792.5120000000001,8864032,28017970,575
Florida Gulf Coast University,Masters Colleges and Universities--larger programs,0.207,12907,47479,0.786,10384,1024,4389,4807,0.22,0.347,0.766,0.654,228231553,355.328,784.384,4494336,21097923,576
Nevada State College,Baccalaureate Colleges--Diverse Fields,0.121,3377,73275,0.355,2346,1012,4458,243,0.03,0.33,0.675,0.278,17805825,333.96000000000004,683.1,4511496,1083294,577
California State University-Channel Islands,Masters Colleges and Universities--smaller programs,0.286,4963,76167,0.863,4086,954,8718,1610,0.2,0.396,0.781,0.474,122628870,377.784,745.0740000000001,8316972,14035980,578
University of California-Merced,Not applicable- not in Carnegie universe,0.127,5837,156751,0.99,5651,1010,17135,1156,0.26,0.598,0.843,0.816,181204156,603.98,851.43,17306350,19808060,579
Georgia Gwinnett College,Baccalaureate Colleges--Diverse Fields,0.054,9719,139236,0.703,7993,1012,4003,3808,0.05,0.531,0.632,0.645,530210688,537.3720000000001,639.5840000000001,4051036,15243424,580
University of South Florida at St. Petersburg,Masters Colleges and Universities--medium programs,0.202,4025,46186,0.66,4072,1070,5005,3609,0.22,0.393,0.599,0.483,166685274,420.51,640.93,5355350,18063045,581
University of South Florida-Sarasota-Manatee,Masters Colleges and Universities--medium programs,0.345,1728,34419,0.484,1481,1079,4589,4422,0,0.407,1,0.486,152200818,439.15299999999996,1079,4951531,20292558,582
